dates,satname,nzd0460-0000,nzd0460-0001,nzd0460-0031,nzd0460-0032,nzd0460-0033,nzd0460-0034,nzd0460-0050,nzd0460-0051,nzd0460-0052,nzd0460-0053,nzd0460-0054,nzd0460-0065,nzd0460-0066,nzd0460-0005,nzd0460-0006,nzd0460-0009,nzd0460-0010,nzd0460-0011,nzd0460-0013,nzd0460-0014,nzd0460-0015,nzd0460-0016,nzd0460-0017,nzd0460-0018,nzd0460-0019,nzd0460-0020,nzd0460-0021,nzd0460-0022,nzd0460-0023,nzd0460-0024,nzd0460-0025,nzd0460-0026,nzd0460-0036,nzd0460-0037,nzd0460-0038,nzd0460-0039,nzd0460-0041,nzd0460-0042,nzd0460-0043,nzd0460-0044,nzd0460-0045,nzd0460-0047,nzd0460-0048,nzd0460-0049,nzd0460-0055,nzd0460-0056,nzd0460-0057,nzd0460-0058,nzd0460-0059,nzd0460-0060,nzd0460-0061,nzd0460-0062,nzd0460-0063,nzd0460-0064,nzd0460-0067,nzd0460-0068,nzd0460-0069,nzd0460-0070,nzd0460-0071,nzd0460-0072,nzd0460-0073,nzd0460-0074,nzd0460-0002,nzd0460-0003,nzd0460-0004,nzd0460-0007,nzd0460-0008,nzd0460-0075,nzd0460-0076,nzd0460-0077,nzd0460-0078,nzd0460-0079,nzd0460-0080,nzd0460-0081,nzd0460-0082,nzd0460-0083,nzd0460-0084,nzd0460-0085,nzd0460-0046,nzd0460-0012,nzd0460-0027,nzd0460-0028,nzd0460-0029,nzd0460-0040,nzd0460-0035,nzd0460-0030
2022-10-10 22:26:58.359000,L9,306.83,313.69,,,,,,,,,,,,481.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.57,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17 22:33:12.087000,L9,411.09,312.46,,,,,,316.62,278.82,300.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.47,,,,,,,,,,,,,,,,,,,,,,,
2022-11-10 22:33:21.090000,L8,427.30,214.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.49,,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 22:33:18.630000,L8,380.71,192.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-20 22:33:09.988000,L9,437.16,236.91,,,,,,,,,,,,165.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.94,189.02,175.63,,,,,,,,,,,,,,,,,,,,,
2023-01-13 22:33:05.294000,L8,421.13,220.12,,,,,366.04,370.96,366.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.61,356.97,,,,,,,,,,,,,,,,,,,190.26,181.51,176.58,,,,,314.51,277.43,264.16,,,,,,,,,,,,,,
2023-01-14 22:26:57.595000,L9,304.34,254.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-22 22:26:55.025000,L8,332.20,276.28,,,,,,,,,,,281.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.07,298.15,324.74,,,,,,167.11,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 22:32:28.643000,L8,412.22,191.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 22:32:38.249000,L9,407.92,249.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.64,183.45,172.25,,,,,,,,,,,,,,,,,,,,,
2023-06-06 22:32:08.244000,L8,416.33,246.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.09,172.43,,,,,,,,,,,,277.60,270.15,240.45,,,,,,,,
2023-06-22 22:32:13.277000,L8,417.58,217.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.54,163.72,,,,,,,,,,,,,,,,,,,,,,
2023-06-23 22:25:53.612000,L9,313.01,256.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.01,,,,,,,,,,,,,,,,,,,,,,,
2023-07-01 22:26:11.433000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.54,173.24,167.50,191.16,197.99,195.87,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-25 22:26:10.029000,L9,408.19,365.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01 22:32:27.816000,L9,365.40,233.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.92,175.94,,,,,,,,,,,,,,,,,,,,,,
2023-09-02 22:32:42.433000,L9,375.99,342.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.23,341.80,369.16,370.31,364.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.52,,
2023-09-26 22:32:51.795000,L8,427.58,190.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-21 22:26:44.047000,L8,301.77,247.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-05 22:32:54.608000,L9,415.95,182.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 22:26:52.584000,L9,323.31,232.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26 22:26:35.161000,L8,333.89,233.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.89,,,,,,,,,,,,,,,,,,,,,,,
2024-03-12 22:32:54.954000,L9,465.26,237.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.29,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21 22:32:12.993000,L8,363.11,224.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08 22:26:10.629000,L9,,,,,,,,,,,,,167.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.10,171.41,171.82,197.31,194.07,207.65,204.28,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-02 22:31:58.457000,L9,414.86,335.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.43,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03 22:25:52.921000,L8,338.74,279.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10 22:32:08.834000,L8,427.36,227.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.27,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19 22:32:26.985000,L9,366.49,222.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.83,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13 22:26:24.477000,L9,334.54,237.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14 22:32:47.788000,L8,357.12,222.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-25 22:32:56.091000,L9,376.58,342.45,,,,,,,,297.36,302.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.80,250.39,207.86,,,,,,,,,,,,,,,,184.81,173.91,171.43,,,,,,,,,,,,,,,,,,,,,
2025-01-10 22:32:53.155000,L9,427.00,196.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.34,,,,,,,,,,,,,,,,,,,,,,,
2025-01-11 22:26:40.025000,L8,321.01,261.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-18 22:32:48.566000,L8,400.67,263.76,,,,,,,297.38,344.72,314.26,,,204.96,208.68,193.86,210.40,241.23,219.51,242.99,228.28,218.58,,,,,,,,,,,,,,,,,,,,,,,207.01,171.45,317.56,211.58,,,,,,,,,,,,,301.29,338.38,240.61,243.27,219.61,210.91,205.35,341.24,,,,,,,,235.13,247.06,250.99,,220.42,,,,,,
2025-02-03 22:32:49.616000,L8,405.60,227.72,,,,,,,,,,352.98,329.94,,,,,,,,,,,,,,,,,,,,347.21,384.67,363.31,408.09,,,,,,,,,,,,,,,,,354.30,362.04,,,,,,,336.70,347.85,181.77,,,,,358.98,,,,,,,,,,,,,,,,,,
2025-02-11 22:32:55.449000,L9,383.33,195.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.12,,,,,,,,,,,,,,,,,,,,,,,
2025-03-24 22:26:27.066000,L9,,,,,,,,,,,,503.38,510.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.15,448.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
