dates,satname,nzd0549-0000,nzd0549-0001,nzd0549-0002,nzd0549-0003,nzd0549-0004,nzd0549-0005,nzd0549-0006,nzd0549-0007,nzd0549-0008,nzd0549-0009,nzd0549-0010,nzd0549-0011,nzd0549-0012,nzd0549-0013,nzd0549-0014,nzd0549-0015,nzd0549-0017,nzd0549-0018,nzd0549-0019,nzd0549-0020,nzd0549-0021,nzd0549-0022,nzd0549-0023,nzd0549-0024,nzd0549-0025,nzd0549-0026,nzd0549-0027,nzd0549-0028,nzd0549-0029,nzd0549-0030,nzd0549-0031,nzd0549-0032,nzd0549-0033,nzd0549-0034,nzd0549-0035,nzd0549-0036,nzd0549-0037,nzd0549-0048,nzd0549-0049,nzd0549-0050,nzd0549-0051,nzd0549-0052,nzd0549-0053,nzd0549-0054,nzd0549-0055,nzd0549-0056,nzd0549-0057,nzd0549-0058,nzd0549-0059,nzd0549-0060,nzd0549-0061,nzd0549-0062,nzd0549-0063,nzd0549-0064,nzd0549-0069,nzd0549-0070,nzd0549-0071,nzd0549-0072,nzd0549-0073,nzd0549-0074,nzd0549-0079,nzd0549-0080,nzd0549-0081,nzd0549-0082,nzd0549-0083,nzd0549-0084,nzd0549-0085,nzd0549-0086,nzd0549-0101,nzd0549-0102,nzd0549-0103,nzd0549-0114,nzd0549-0115,nzd0549-0116,nzd0549-0118,nzd0549-0119,nzd0549-0120,nzd0549-0121,nzd0549-0122,nzd0549-0123,nzd0549-0124,nzd0549-0125,nzd0549-0126,nzd0549-0127,nzd0549-0128,nzd0549-0129,nzd0549-0130,nzd0549-0131,nzd0549-0132,nzd0549-0138,nzd0549-0139,nzd0549-0140,nzd0549-0141,nzd0549-0142,nzd0549-0144,nzd0549-0145,nzd0549-0146,nzd0549-0147,nzd0549-0148,nzd0549-0149,nzd0549-0150,nzd0549-0151,nzd0549-0152,nzd0549-0153,nzd0549-0154,nzd0549-0155,nzd0549-0156,nzd0549-0157,nzd0549-0158,nzd0549-0159,nzd0549-0160,nzd0549-0161,nzd0549-0162,nzd0549-0163,nzd0549-0164,nzd0549-0165,nzd0549-0166,nzd0549-0167,nzd0549-0168,nzd0549-0169,nzd0549-0170,nzd0549-0171,nzd0549-0172,nzd0549-0174,nzd0549-0175,nzd0549-0176,nzd0549-0177,nzd0549-0178,nzd0549-0179,nzd0549-0180,nzd0549-0181,nzd0549-0182,nzd0549-0183,nzd0549-0184,nzd0549-0185,nzd0549-0186,nzd0549-0187,nzd0549-0188,nzd0549-0189,nzd0549-0190,nzd0549-0191,nzd0549-0192,nzd0549-0193,nzd0549-0194,nzd0549-0046,nzd0549-0047,nzd0549-0065,nzd0549-0066,nzd0549-0078,nzd0549-0105,nzd0549-0106,nzd0549-0107,nzd0549-0108,nzd0549-0109,nzd0549-0113,nzd0549-0117,nzd0549-0133,nzd0549-0134,nzd0549-0135,nzd0549-0136,nzd0549-0137,nzd0549-0173,nzd0549-0016,nzd0549-0076,nzd0549-0077,nzd0549-0087,nzd0549-0088,nzd0549-0089,nzd0549-0090,nzd0549-0091,nzd0549-0092,nzd0549-0093,nzd0549-0094,nzd0549-0098,nzd0549-0099,nzd0549-0100,nzd0549-0104,nzd0549-0111,nzd0549-0112,nzd0549-0143,nzd0549-0095,nzd0549-0096,nzd0549-0097,nzd0549-0075,nzd0549-0038,nzd0549-0045,nzd0549-0067,nzd0549-0068,nzd0549-0110,nzd0549-0043,nzd0549-0044,nzd0549-0040,nzd0549-0041,nzd0549-0042,nzd0549-0039
2005-07-15 22:14:43.392000,L5,,,,,,,,516.72,356.17,329.35,339.02,295.50,,518.18,452.01,487.69,,,495.18,,,,,,,,,,,,,,,,,,,392.47,,,,,,,,,,,,,510.80,502.97,494.35,490.32,313.39,333.36,321.57,,,,,,,,,,,,,,,480.73,377.20,446.22,,360.32,484.81,,,,,176.02,166.85,356.74,317.31,456.27,508.77,515.21,475.81,488.27,373.09,374.14,458.60,406.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.22,340.19,334.64,327.25,322.12,326.10,,,,,,,,,,368.06,469.80,391.78,,,,,,,,474.47,493.76,365.82,272.90,247.61,295.22,,,489.89,465.65,,,,,,,,,,,,,298.55,222.32,208.25,,,,,,,250.77,235.21,,,,,,,
2005-07-31 22:14:53.418000,L5,,,,,,,,,,,,,,,,,,336.36,370.55,334.86,278.76,400.22,433.16,490.17,,,,,,,,,,,,,,275.12,490.41,,,,,,,,,,,,,,,,,,,,,361.11,421.72,423.99,448.72,259.01,238.32,271.53,455.43,463.80,,,,,,,,,,,,,,,,,,403.77,511.22,373.51,203.58,,344.74,252.30,,,446.51,510.09,290.25,,,,,,,,,,,,,506.80,503.06,507.20,504.94,357.99,335.46,342.37,352.29,372.25,390.72,396.08,338.38,327.76,389.59,391.04,389.89,375.14,376.30,372.76,375.82,370.02,371.35,352.53,345.87,344.05,336.95,335.12,332.89,326.98,324.65,318.40,313.39,316.58,309.57,306.81,243.98,272.14,,,440.02,,,,,,,,,,,,,395.76,,414.20,490.26,455.84,405.38,383.46,,,,,,,,,,,,,,,,393.99,,504.88,,,,314.62,483.67,,,,
2005-08-09 22:08:46.932000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.91,283.36,343.23,458.00,485.14,,,,,,,,,,,,434.80,459.87,507.54,295.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.98,438.32,313.08,254.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.14,259.75,222.09,,410.68,439.50,,,,
2005-08-09 22:09:10.905000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.73,481.76,499.51,508.29,,,,,,,,,491.96,300.92,298.21,275.68,259.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.12,429.11,230.44,222.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.32,198.33,,,,,,,,
2005-09-10 22:08:55.708000,L5,201.94,250.71,287.44,249.17,171.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.52,165.30,294.03,296.77,386.58,436.39,476.64,490.05,494.15,517.37,,,,,,,457.77,477.78,253.36,263.88,261.89,237.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.29,373.42,234.94,214.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.08,198.21,,,399.56,425.30,,,,
2005-09-17 22:15:06.506000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.00,289.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.65,,,,,403.31,431.97,283.85,,,,386.62,442.56,,,,238.68,215.36,302.46,442.70,426.63,,,,,,,,,,,,,250.62,356.34,342.52,407.13,406.50,140.46,482.99,466.48,463.59,465.51,459.07,448.86,438.50,426.47,413.21,405.08,407.21,397.90,417.45,407.38,384.04,380.75,373.21,371.64,365.21,365.61,364.50,362.11,367.17,357.84,358.17,347.35,341.23,,,,,,,,,,,,,,,,,189.02,439.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-28 22:09:12.238000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.91,508.07,501.60,462.03,450.24,370.59,235.74,213.85,195.00,,465.35,429.60,374.61,415.19,429.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.66,179.17,,,,,,,,,,,,,,,,437.20,476.18,,,,,,,,,,,,,,,,,,,429.37,,,147.45,,,,,,,,
2005-11-13 22:09:08.414000,L5,235.80,289.81,296.83,289.84,329.93,439.40,482.79,496.44,490.95,,,321.96,343.51,348.41,390.93,390.52,416.82,431.41,507.26,,,,,,,,,,,,,,,313.69,295.83,296.32,360.41,458.21,476.96,492.53,506.77,518.63,,,,,,,481.33,503.29,246.04,231.62,236.15,251.28,177.50,140.92,,,,,397.48,422.71,,,,,,417.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.82,340.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.38,433.32,271.92,221.80,370.85,,,,,,,,,,,,,,401.57,,304.36,406.16,360.10,,,,461.10,389.74,369.70,,,,,,,,371.23,479.82,,,,447.40,203.76,164.72,,408.89,282.32,,,,
2005-11-13 22:09:32.387000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.81,467.78,480.09,493.25,501.46,506.64,501.11,515.00,510.95,500.27,460.35,434.57,336.01,206.43,209.62,212.13,199.59,290.63,218.92,175.53,,,,300.17,334.63,496.95,231.63,238.46,415.66,440.22,510.33,445.17,429.53,421.32,,,,,,,,,,,,,,,,,,,236.52,280.44,298.60,262.16,210.30,,,,,,,,,,,418.17,380.12,445.06,,,,431.03,211.34,169.83,,,,,,468.96,467.36,460.86,457.40,490.48,,,355.70,298.58,330.51,405.20,506.26,,,,276.81,306.02,256.49,234.07,243.47,201.63,250.01,226.26,156.45,,,349.10,378.13,202.57,202.16,287.55,,,,,,,,,176.18,192.28,184.94,156.91,,,484.98,275.15,,,,516.15,399.53,340.72,333.43,295.87,483.32,468.93,417.21,495.59,,,152.14,304.85,532.04,,,,179.32,171.84,495.22,,,227.85,,,,
2006-01-23 22:16:59.639000,L5,,,,,,,517.71,421.25,336.50,324.04,331.03,175.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.73,351.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.86,493.02,482.26,475.54,469.51,460.38,447.63,432.95,426.07,415.56,406.99,405.12,400.74,402.36,395.62,379.26,366.11,361.86,354.76,349.71,346.62,345.49,344.45,341.33,344.46,340.53,335.29,328.81,,,492.85,477.49,,,,,,,,,,,,,,439.46,,,,,,,,,,,,,,,,,,,,,,,,,459.27,300.25,,,,,,,
2006-02-08 22:17:21.928000,L5,,,,,,,,444.65,356.65,324.95,330.55,193.90,,,,,229.69,367.12,329.58,,,,,,180.41,307.87,436.91,498.10,,,,,,,,,,,,,,,,,,,,,,,,,,527.62,378.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.07,494.33,,,,,,,,,,,,,,,,506.06,487.61,336.89,383.05,470.16,461.05,448.23,435.74,431.95,426.53,410.31,407.03,399.16,405.96,397.69,380.09,358.67,358.69,357.57,350.58,348.77,345.00,343.49,339.88,344.28,339.94,335.66,329.59,,,499.98,490.64,,,,,,,,,,,,,,439.91,,,,,,,,,,,,,,,,,,,,,,,,,470.25,309.15,,,,,,,
2006-02-17 22:11:22.491000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.66,180.47,290.52,291.01,320.56,443.31,478.90,496.77,512.82,,,,,,,,471.53,483.09,365.05,323.97,272.89,288.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.09,420.89,297.69,285.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.95,215.89,,,423.66,152.81,,,,
2006-03-12 22:18:01.902000,L5,,,,,,,,,477.49,386.83,394.56,496.04,371.89,,,,,301.66,385.74,365.27,350.40,429.46,485.93,358.48,437.36,379.83,519.32,,,,,,,,,,,,,,,491.64,441.62,401.40,,,,,,510.44,509.44,507.11,501.57,481.11,176.57,508.17,,,,,,399.19,273.20,280.72,306.06,336.27,298.35,263.12,,,,,,,,,,491.74,472.37,407.65,354.26,432.88,402.08,359.44,367.85,303.86,356.29,243.91,359.42,,,,,,,,,,,,,,,,,,,,,,,508.05,500.69,492.28,484.54,472.83,455.38,459.44,452.80,448.01,433.42,422.89,411.23,393.49,381.86,370.89,357.59,356.72,348.65,347.88,334.42,326.45,316.41,309.28,309.24,307.05,301.36,293.19,297.06,291.00,291.81,297.13,290.70,285.79,,,448.49,440.89,,355.78,,,339.94,228.69,,,343.51,337.64,354.36,278.56,,402.59,,,,254.86,260.83,,,,,,,452.92,397.45,,435.61,,,,,,408.89,,,483.17,403.80,194.36,310.88,317.95,460.09,,,,
2006-04-13 22:18:38.042000,L5,,,,,,,,,435.53,381.19,384.88,495.98,197.44,509.69,,,,312.95,379.46,361.25,325.44,413.45,498.62,357.09,422.26,477.21,,,,,,,,,,,,,,,,510.49,354.00,403.65,,,,,,513.25,510.31,504.36,495.02,481.02,267.32,483.24,,,,,,,437.10,396.89,438.40,424.57,395.34,,394.00,454.61,254.72,453.72,392.93,291.30,165.22,136.61,,,465.77,387.38,351.82,254.48,282.97,320.56,269.95,218.02,146.55,173.37,418.68,353.43,344.93,376.93,159.25,,,,,,,,,,,,,,,,,512.60,511.40,506.70,494.95,491.42,479.66,466.57,451.61,468.16,454.67,442.29,431.44,419.71,409.02,400.61,383.12,371.44,358.14,351.17,349.84,346.23,332.99,325.13,318.42,307.36,315.57,305.34,284.01,290.20,276.66,289.81,293.47,294.20,286.60,292.43,,,440.80,436.09,,458.89,,447.14,409.93,386.56,342.93,254.51,344.97,346.46,353.66,300.49,254.04,401.00,,,,,,,,,,,,394.98,265.17,382.61,130.30,383.89,383.59,,495.87,504.21,498.62,,,464.86,402.30,192.87,377.36,308.04,440.52,,,,
2006-05-31 22:19:19.777000,L5,,,,,,,,,411.74,364.49,383.76,483.03,518.98,306.19,,,216.78,195.55,413.23,373.78,342.57,501.38,,320.02,306.19,473.72,519.77,,,,,,,,,,,412.76,365.93,373.83,,132.73,185.97,166.69,204.25,485.64,,374.04,500.12,487.82,502.44,277.02,252.25,232.80,296.00,491.53,486.70,,,,481.10,301.03,229.79,245.44,247.46,246.92,248.80,256.65,362.56,468.57,236.26,455.27,442.00,399.22,,,,,441.35,296.19,232.25,202.78,147.19,443.39,455.07,393.11,373.58,471.85,499.74,443.08,400.40,393.72,342.90,330.36,503.08,389.71,479.79,,,,,,,,,,505.46,497.95,482.49,507.23,491.04,483.38,478.96,476.53,440.92,443.19,446.98,403.56,453.98,442.97,426.37,418.32,421.38,397.02,377.81,355.79,362.94,354.87,351.29,331.54,315.71,327.04,286.13,250.29,299.81,259.87,269.82,279.63,288.14,243.71,255.49,302.59,291.27,282.42,343.01,424.51,430.01,425.31,466.72,,323.84,266.47,220.67,195.57,406.21,205.96,362.44,385.25,392.68,356.40,461.51,403.16,201.27,,358.50,448.52,318.73,305.76,270.22,379.85,198.80,266.96,202.40,221.36,280.77,193.14,,168.42,189.78,215.52,197.63,175.79,284.93,,,224.57,,166.41,207.92,309.78,433.36,,,,
2006-07-27 22:13:58.731000,L5,389.78,391.52,369.43,319.27,249.12,502.48,486.04,448.64,524.89,230.78,205.78,219.89,228.88,424.92,479.76,424.53,,398.16,239.27,318.21,337.48,379.73,443.14,498.74,482.80,507.63,407.34,157.51,208.30,235.50,257.94,311.93,323.41,344.98,414.65,453.04,,278.88,337.58,357.91,399.32,440.49,478.25,486.62,490.50,474.42,411.79,385.62,364.40,189.66,192.56,200.59,188.27,175.30,319.56,288.80,248.05,282.07,231.25,,497.72,478.07,,,,,463.66,491.20,387.42,333.27,,,,,407.33,338.12,478.73,396.52,278.30,225.07,233.11,224.19,157.65,,,,,,,237.61,236.53,165.82,,,502.99,476.35,355.25,347.88,333.64,365.66,452.98,434.60,486.25,482.28,483.07,494.77,384.05,389.79,378.70,426.98,359.15,363.42,379.62,408.43,386.23,440.11,423.59,411.08,378.25,381.28,493.80,,,421.27,360.37,388.69,,,191.71,183.59,186.07,252.04,408.97,414.26,390.83,411.70,409.36,435.56,425.93,422.18,436.50,372.85,439.14,408.63,,183.13,,,494.58,,,,,,,,,236.89,230.67,254.70,259.92,387.84,428.18,,154.46,236.99,449.49,412.81,322.77,294.94,398.13,331.32,345.22,415.09,376.74,420.24,,,,,178.63,142.84,243.46,,,,,,,,,,,,
2006-08-03 22:20:15.113000,L5,,,,,,,,,439.89,518.37,476.76,,,,,,,,,,,267.13,444.03,165.57,282.59,337.92,449.36,,,,,,,,,,,,,,,406.55,415.77,415.93,353.41,,,,501.35,436.77,384.69,511.75,500.44,481.06,296.36,502.50,,,,,,238.97,362.18,350.28,,,,324.91,,,,,,,,497.46,510.12,458.48,445.35,,495.36,415.55,342.72,279.33,293.32,270.00,308.33,491.68,456.05,,,,,,,,418.78,512.84,496.78,489.24,477.20,324.09,398.43,487.95,,,,,464.07,484.64,304.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.91,,387.14,338.84,394.90,,,288.65,509.26,440.05,,,,,,,,,,,401.94,332.35,,294.01,265.75,496.01,484.25,433.15,458.92,,,,228.44,,,,484.00,487.74,483.60,,,474.70,357.70,218.58,,167.36,396.20,,,,
2006-08-28 22:14:23.601000,L5,401.42,391.83,368.48,325.02,247.77,222.37,495.81,507.25,507.17,206.82,213.35,224.81,218.86,163.48,,,,,,,,,,,,,,,196.22,225.82,261.26,295.28,306.87,336.66,397.54,369.90,457.53,285.40,336.32,377.25,430.34,463.97,501.58,496.64,506.32,495.63,432.75,421.68,251.83,202.49,219.82,221.60,219.54,203.81,,,,,,,,,,,,,,,,420.33,255.32,,,,368.03,230.51,495.23,471.10,463.66,426.75,205.07,228.49,245.26,301.70,312.92,215.96,214.56,222.81,201.99,262.00,246.89,240.49,218.16,139.34,151.28,143.43,357.63,411.13,394.84,279.64,242.48,302.62,334.70,321.93,233.09,200.64,188.93,183.26,371.54,382.81,374.44,364.43,409.39,336.21,399.06,384.22,418.39,415.85,380.05,373.11,366.01,471.17,484.46,478.53,447.50,,,,418.72,448.90,413.38,422.92,404.27,468.10,461.35,424.83,317.29,449.01,447.86,455.71,427.69,425.85,445.43,422.09,,187.87,171.82,167.19,,,,,,,,482.99,287.46,283.13,303.06,289.99,273.91,437.11,,,,,,,,,,,,,,,,,,148.44,,,,,,,,,,,,,,,
2006-08-28 22:14:47.574000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.27,513.38,502.88,511.12,503.34,440.99,426.70,407.19,213.55,225.14,226.60,224.03,210.08,,,,,,,,,,,,,,,,,,,482.99,342.18,190.88,181.25,,,,,435.82,465.24,416.50,423.66,401.84,227.04,235.32,250.29,265.07,272.56,265.22,338.98,311.30,160.65,509.04,505.17,,506.05,483.63,413.39,510.34,,,,,,,,,,414.81,383.18,426.62,398.99,487.11,480.67,474.90,489.32,486.16,457.90,438.55,,,,,,,,399.69,421.28,404.23,408.30,,388.62,363.45,417.35,419.42,436.24,440.74,425.90,406.36,384.37,418.98,408.38,,,178.02,172.86,,,497.95,486.77,484.70,158.11,,466.93,309.31,309.53,330.32,337.46,327.25,,,,,,,,,,,,,,,,,165.28,,343.55,,,,,,,,,141.42,,,,,,
2006-10-15 22:15:19.713000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.84,388.23,463.97,499.34,511.27,,,,523.91,485.34,450.30,450.13,360.51,249.50,243.11,244.53,235.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.64,262.65,219.96,212.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.92,,,,,,,,
2007-01-26 22:21:54.849000,L5,,,,,,,,516.36,377.44,311.91,327.30,348.55,,,,,,,,,,,,,224.02,308.32,422.77,485.74,,,,,,,,,,,,,,,,,,,,,,,,,,,454.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.87,515.11,504.83,497.40,495.21,492.70,501.45,483.50,472.52,466.42,466.55,462.24,458.49,449.07,438.69,430.86,424.96,420.80,415.61,414.18,415.10,405.31,402.44,392.27,389.26,381.00,,,504.41,499.78,,,,,,,,,,,,,,491.01,,,,,,,,,,,,,,,,,,,,,,,,,475.50,323.03,,,,,,,
2007-02-04 22:15:45.266000,L5,379.97,385.36,358.45,313.33,259.35,228.87,177.85,158.32,150.96,171.16,189.05,195.52,197.36,158.23,,,,,,,,,,375.96,429.05,475.12,,,179.01,213.92,230.77,251.43,279.96,312.52,336.64,364.27,514.32,317.29,370.01,398.58,423.92,452.23,491.82,496.42,503.58,497.07,447.08,419.10,424.50,320.67,213.29,212.00,217.97,198.19,,,,,,,462.15,,,,,,,505.64,,,,221.20,306.35,266.00,,,,511.71,459.34,414.38,477.60,355.91,424.91,357.92,382.90,362.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.92,228.06,176.35,171.42,430.47,,,,279.83,322.06,,226.52,,,,,,,,,,254.80,194.69,,,,,,,191.27,313.07,304.18,,325.93,255.55,,,,291.41,,,,145.46,,331.29,,,,,,
2007-02-27 22:21:56.031000,L5,,,,,,,,,,,,,,,,,,,,,,,,,183.80,303.96,395.73,518.74,,,,,,,,,,,,,,,,,,,,,,,,,,509.18,330.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.49,493.93,484.54,479.42,474.19,466.21,449.49,436.88,429.88,415.68,406.01,402.85,398.75,404.11,390.49,380.44,371.64,366.43,359.12,348.64,344.41,346.82,347.43,345.09,345.06,337.34,337.93,329.48,,,485.63,462.12,,,,,,,,,,,,,,442.88,,,,,,,,,,,,,,,,,,,,,,,,,451.47,297.46,,,,,,,
2007-10-02 22:13:42.645000,L5,435.40,400.22,354.85,302.35,227.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.24,185.11,298.29,308.72,392.14,203.23,215.98,377.49,345.26,249.09,259.38,512.05,,522.80,494.12,455.77,448.58,345.87,254.63,241.97,238.98,227.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.56,212.17,207.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.60,,,,,,,,
2008-10-27 22:10:37.958000,L5,,,,,,,,,,,,,,,,,,,383.09,372.90,306.33,351.00,450.81,510.63,452.40,470.66,,,,,,,,,,,,,,,,,,,,,,,,519.25,511.93,507.64,497.19,483.74,301.26,,,,,,,,,,,,,,,,448.16,434.75,363.38,289.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.99,496.32,501.51,490.11,482.54,476.90,460.69,456.65,390.51,322.85,274.03,397.91,403.90,398.00,378.86,372.74,358.16,352.25,356.95,358.74,344.87,333.49,327.18,322.84,318.41,311.87,308.68,307.97,311.05,310.39,311.06,303.07,298.84,,,459.79,446.90,,317.15,198.00,169.24,386.09,469.11,496.06,208.59,,,,,,401.73,,,,,,,,,,,,,,,428.44,489.32,506.90,,,,,,,491.80,330.69,201.72,508.12,316.24,458.10,,,,
2009-01-31 22:12:28.607000,L5,,,,,,,,,470.98,341.98,488.22,,,,,,333.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.04,388.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.49,500.84,492.94,482.98,476.35,469.88,461.67,449.44,439.30,434.19,420.53,412.59,409.82,409.76,414.52,408.01,384.22,370.89,365.79,360.75,352.96,352.28,351.25,346.07,344.35,346.28,342.75,337.62,330.32,,,485.94,478.74,,,,,,,,,,,,,,443.38,381.37,,,,,,,,,,,,,,,,,,,,,,,,456.49,353.92,,,,,,,
2009-02-09 22:06:55.604000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.88,375.69,450.61,455.32,462.45,495.94,495.69,505.29,499.60,452.98,424.87,422.22,216.79,221.36,219.30,221.38,196.42,,,,,,,,425.18,189.25,270.57,356.96,313.24,296.17,495.44,441.50,415.75,438.25,,,,,,400.99,458.85,418.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.55,243.28,175.85,180.41,,499.67,,,,,,,,,,,,,,,,,,,,,,425.60,354.57,,,471.31,480.69,,,,336.49,335.37,,,,,153.85,,,,,,,,
2010-10-10 22:11:11.716000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.62,292.27,280.00,,,,,,368.29,,,223.05,446.49,397.52,187.61,258.24,295.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.36,,,,,409.84,419.30,510.28,,,,,,,,,,437.52,,304.31,,,,,,,423.61,,,,,293.26,,,338.04,442.09,420.91,362.33,,,,,461.21,,,,,,
2010-11-02 22:16:48.420000,L5,,,,,,513.03,404.10,339.07,288.97,,,,,,,,,,,,,,,,178.84,251.34,307.71,462.42,452.00,514.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.60,492.68,489.72,482.58,478.99,470.92,465.68,457.78,441.13,441.97,440.31,439.00,441.74,430.56,415.90,406.30,398.56,386.78,387.31,390.81,382.53,375.31,373.73,372.06,365.74,359.41,352.39,,,,,,,,,,,,,,,,,,463.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-27 22:10:35.713000,L5,346.62,299.50,220.51,177.44,151.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.59,179.32,285.57,294.88,491.71,429.79,479.03,487.37,494.41,311.25,354.61,330.23,338.24,519.10,490.48,,429.56,348.07,242.52,207.88,138.67,182.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.11,309.37,146.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.15,,,,,,,,,
2010-12-13 22:11:01.179000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.66,479.47,495.15,508.65,,,,,519.51,491.23,465.79,451.56,333.49,239.78,240.79,251.13,244.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.97,397.12,396.53,507.10,412.47,426.62,401.20,272.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.23,242.78,212.61,,,,,,,,,351.80,342.92,448.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.15,510.77,,,,,,,
